trade_id_open,trade_id_close,timestamp_open,timestamp_close,inner_length,total_length,binary_code_str,binary_code_int
1601284417.0,1601284420.0,2026-04-01 18:24:14.180000,2026-04-01 18:24:14.183000,2,4,0000 0010 1000 0000,640
1601284428.0,1601284433.0,2026-04-01 18:24:14.183000,2026-04-01 18:24:15,4,6,0000 0010 1000 0001 0100 0000,164160
1601284449.0,1601284452.0,2026-04-01 18:24:17.038000,2026-04-01 18:24:17.052000,2,4,0000 0001 0100 0000,320
1601284461.0,1601284464.0,2026-04-01 18:24:17.052000,2026-04-01 18:24:17.086000,2,4,0000 0001 0100 0000,320
1601284474.0,1601284477.0,2026-04-01 18:24:19.487000,2026-04-01 18:24:20.110000,2,4,0000 0001 0100 0000,320
1601284483.0,1601284487.0,2026-04-01 18:24:20.110000,2026-04-01 18:24:21.844000,3,5,0000 0010 1001 0100 0000,10560
1601284498.0,1601284501.0,2026-04-01 18:24:21.844000,2026-04-01 18:24:22.282000,2,4,0000 0001 0100 0000,320
1601284538.0,1601284541.0,2026-04-01 18:24:31.429000,2026-04-01 18:24:31.435000,2,4,0000 0010 1000 0000,640
1601284549.0,1601284552.0,2026-04-01 18:24:31.435000,2026-04-01 18:24:31.438000,2,4,0000 0010 1000 0000,640
1601284562.0,1601284565.0,2026-04-01 18:24:31.438000,2026-04-01 18:24:31.469000,2,4,0000 0010 1000 0000,640
1601284574.0,1601284577.0,2026-04-01 18:24:31.469000,2026-04-01 18:24:31.484000,2,4,0000 0010 1000 0000,640
1601284586.0,1601284589.0,2026-04-01 18:24:31.484000,2026-04-01 18:24:31.516000,2,4,0000 0010 1000 0000,640
1601284598.0,1601284601.0,2026-04-01 18:24:31.530000,2026-04-01 18:24:31.548000,2,4,0000 0010 1000 0000,640
1601284610.0,1601284613.0,2026-04-01 18:24:31.548000,2026-04-01 18:24:31.548000,2,4,0000 0010 1000 0000,640
1601284623.0,1601284628.0,2026-04-01 18:24:31.548000,2026-04-01 18:24:31.621000,4,6,0000 0010 1000 0001 0100 0000,164160
1601284638.0,1601284641.0,2026-04-01 18:24:31.621000,2026-04-01 18:24:31.869000,2,4,0000 0001 0100 0000,320
1601284652.0,1601284655.0,2026-04-01 18:24:31.869000,2026-04-01 18:24:31.869000,2,4,0000 0001 0100 0000,320
1601284662.0,1601284665.0,2026-04-01 18:24:31.869000,2026-04-01 18:24:32.194000,2,4,0000 0001 0100 0000,320
1601284681.0,1601284684.0,2026-04-01 18:24:32.327000,2026-04-01 18:24:32.506000,2,4,0000 0001 0100 0000,320
1601284693.0,1601284696.0,2026-04-01 18:24:32.506000,2026-04-01 18:24:32.723000,2,4,0000 0001 0100 0000,320
1601284708.0,1601284711.0,2026-04-01 18:24:32.723000,2026-04-01 18:24:32.726000,2,4,0000 0001 0100 0000,320
1601284725.0,1601284728.0,2026-04-01 18:24:33.240000,2026-04-01 18:24:34.305000,2,4,0000 0001 0100 0000,320
1601284743.0,1601284746.0,2026-04-01 18:24:34.307000,2026-04-01 18:24:38.551000,2,4,0000 0001 0100 0000,320
1601284746.0,1601284752.0,2026-04-01 18:24:38.551000,2026-04-01 18:24:42.418000,5,7,0000 0010 1001 0110 1001 0100 0000,2713920
1601284780.0,1601284783.0,2026-04-01 18:24:50.103000,2026-04-01 18:24:51.250000,2,4,0000 0010 1000 0000,640
1601284791.0,1601284794.0,2026-04-01 18:24:51.250000,2026-04-01 18:24:51.946000,2,4,0000 0010 1000 0000,640
1601284803.0,1601284806.0,2026-04-01 18:24:52.268000,2026-04-01 18:24:52.274000,2,4,0000 0010 1000 0000,640
1601284811.0,1601284814.0,2026-04-01 18:24:52.806000,2026-04-01 18:24:53.512000,2,4,0000 0001 0100 0000,320
1601284824.0,1601284833.0,2026-04-01 18:24:53.512000,2026-04-01 18:24:57.429000,8,10,0000 0001 0110 1001 0110 1001 0100 0010 1000 0000,6063473280
1601284847.0,1601284851.0,2026-04-01 18:25:00.873000,2026-04-01 18:25:01.368000,3,5,0000 0001 0110 1000 0000,5760
1601284869.0,1601284872.0,2026-04-01 18:25:01.511000,2026-04-01 18:25:01.513000,2,4,0000 0001 0100 0000,320
1601284884.0,1601284887.0,2026-04-01 18:25:01.513000,2026-04-01 18:25:01.515000,2,4,0000 0001 0100 0000,320
1601284904.0,1601284907.0,2026-04-01 18:25:01.517000,2026-04-01 18:25:01.519000,2,4,0000 0001 0100 0000,320
1601284923.0,1601284926.0,2026-04-01 18:25:01.524000,2026-04-01 18:25:01.531000,2,4,0000 0001 0100 0000,320
1601284944.0,1601284947.0,2026-04-01 18:25:01.531000,2026-04-01 18:25:01.531000,2,4,0000 0001 0100 0000,320
1601284961.0,1601284964.0,2026-04-01 18:25:01.532000,2026-04-01 18:25:01.532000,2,4,0000 0001 0100 0000,320
1601284973.0,1601284976.0,2026-04-01 18:25:01.535000,2026-04-01 18:25:01.538000,2,4,0000 0010 1000 0000,640
1601284976.0,1601284979.0,2026-04-01 18:25:01.538000,2026-04-01 18:25:01.544000,2,4,0000 0001 0100 0000,320
1601284982.0,1601284985.0,2026-04-01 18:25:01.554000,2026-04-01 18:25:01.607000,2,4,0000 0010 1000 0000,640
1601284993.0,1601284996.0,2026-04-01 18:25:01.607000,2026-04-01 18:25:01.741000,2,4,0000 0010 1000 0000,640
1601284998.0,1601285001.0,2026-04-01 18:25:02.011000,2026-04-01 18:25:02.361000,2,4,0000 0010 1000 0000,640
1601285003.0,1601285007.0,2026-04-01 18:25:02.361000,2026-04-01 18:25:03.818000,3,5,0000 0001 0110 1000 0000,5760
1601285010.0,1601285015.0,2026-04-01 18:25:03.818000,2026-04-01 18:25:09.218000,4,6,0000 0010 1000 0001 0100 0000,164160
1601285027.0,1601285030.0,2026-04-01 18:25:09.218000,2026-04-01 18:25:09.841000,2,4,0000 0001 0100 0000,320
1601285042.0,1601285045.0,2026-04-01 18:25:09.841000,2026-04-01 18:25:09.919000,2,4,0000 0001 0100 0000,320
1601285057.0,1601285060.0,2026-04-01 18:25:09.919000,2026-04-01 18:25:09.968000,2,4,0000 0001 0100 0000,320
1601285084.0,1601285087.0,2026-04-01 18:25:18.794000,2026-04-01 18:25:19.331000,2,4,0000 0010 1000 0000,640
1601285089.0,1601285096.0,2026-04-01 18:25:19.331000,2026-04-01 18:25:25.418000,6,8,0000 0001 0100 0010 1001 0110 1000 0000,21141120
1601285101.0,1601285104.0,2026-04-01 18:25:25.450000,2026-04-01 18:25:25.863000,2,4,0000 0010 1000 0000,640
1601285108.0,1601285111.0,2026-04-01 18:25:25.863000,2026-04-01 18:25:25.870000,2,4,0000 0010 1000 0000,640
1601285118.0,1601285121.0,2026-04-01 18:25:25.870000,2026-04-01 18:25:29.092000,2,4,0000 0010 1000 0000,640
1601285123.0,1601285126.0,2026-04-01 18:25:35.017000,2026-04-01 18:25:36.136000,2,4,0000 0001 0100 0000,320
1601285134.0,1601285137.0,2026-04-01 18:25:36.136000,2026-04-01 18:25:36.136000,2,4,0000 0001 0100 0000,320
1601285147.0,1601285150.0,2026-04-01 18:25:37.032000,2026-04-01 18:25:37.603000,2,4,0000 0001 0100 0000,320
1601285157.0,1601285160.0,2026-04-01 18:25:42.557000,2026-04-01 18:25:45.468000,2,4,0000 0010 1000 0000,640
1601285179.0,1601285182.0,2026-04-01 18:25:48.874000,2026-04-01 18:25:49.128000,2,4,0000 0001 0100 0000,320
1601285195.0,1601285198.0,2026-04-01 18:25:49.128000,2026-04-01 18:25:49.818000,2,4,0000 0001 0100 0000,320
1601285211.0,1601285214.0,2026-04-01 18:25:49.818000,2026-04-01 18:25:49.896000,2,4,0000 0001 0100 0000,320
1601285226.0,1601285229.0,2026-04-01 18:25:49.896000,2026-04-01 18:25:50.424000,2,4,0000 0001 0100 0000,320
1601285242.0,1601285245.0,2026-04-01 18:25:50.424000,2026-04-01 18:25:54.189000,2,4,0000 0001 0100 0000,320
1601285245.0,1601285248.0,2026-04-01 18:25:54.189000,2026-04-01 18:25:54.459000,2,4,0000 0010 1000 0000,640
1601285267.0,1601285270.0,2026-04-01 18:25:56.041000,2026-04-01 18:25:56.150000,2,4,0000 0001 0100 0000,320
1601285294.0,1601285298.0,2026-04-01 18:25:56.798000,2026-04-01 18:26:02.059000,3,5,0000 0010 1001 0100 0000,10560
1601285311.0,1601285314.0,2026-04-01 18:26:02.059000,2026-04-01 18:26:02.083000,2,4,0000 0001 0100 0000,320
1601285328.0,1601285331.0,2026-04-01 18:26:02.634000,2026-04-01 18:26:02.777000,2,4,0000 0001 0100 0000,320
